PSTW ID,Name,Website,Description,Geographical extent,Geographical coverage (country),NUTS 2021,Responsible organisation,Responsible organisation category,Functions of Government (COFOG level I),Functions of Government (COFOG level II), Status,Start Year,End Year,Process type,Application type,Cross Border,Cross Sector,Primary Technology,Secondary Technology,Interaction,Improved Public Service,Personalized Services,Public (citizen)-centered services,Increase quality of PSI and services,"More responsive, efficient, and cost-effective public services",New services or channels,Improved Administrative Efficiency,Cost-reduction,Responsiveness of government operation,Improved management of public resources,Increased quality of processes and systems,Better collaboration and better communication,Reduced or eliminated the risk of corruption and abuse of the law by public servants,"Enabled greater fairness, honesty, equality",Open government capabilities,Increased transparency of public sector operations,Increased public participation in government actions and policy making,Improved public control and influence on government actions and policies,Source,AI Classification (I),AI Classification Subdomain (II) (main),AI Classification Subdomain (II) (Other I),AI Classification Subdomain (II) (Other II),AI Classification Subdomain (II) (Other III),AI Keywords,Collaboration type,Procurement (EU Model Contractual AI),Funding source,GovTech,Company name or GovTech ID,GovTech Initiative + ID,Open components in input,Open components in output,Stories link,Date updated,Unnamed: 56,Relevance Flag
PSTW-2607,AI use in the City of Kastav,https://interoperable-europe.ec.europa.eu/collection/public-sector-tech-watch/news/damir-medved-pstw,"The City of Kastav, known for supporting education, environmental protection, and cultural events like the Kastav Summer Festival, partnered with EDIH ADRIA TBI to digitise and partially automate its co-financing tender process. A prototype AI model using a large language model (LLM) was developed to handle digital submission of tender documents, auto-fill application forms, and generate evaluation proposals. The AI can extract data, summarise project proposals, score them based on set criteria, and export results to Excel. This system enables faster, more transparent ranking of submissions, helping commission members efficiently review and prioritise proposals.",Local,Croatia,HR040,City of Kastav,Local Government,General public services,General services.,Pilot,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,,,,x,,,,,,,,https://interoperable-europe.ec.europa.eu/collection/public-sector-tech-watch/news/damir-medved-pstw,Learning,Machine learning,Generative AI,,,,GovTech,,,Yes,,EIDH Adria - GT-66,,,,13/06/2025,,0
PSTW-2612,Robic: Inclusive AI for Special Learning,https://interoperable-europe.ec.europa.eu/collection/public-sector-tech-watch/2025-best-cases-award,"This pilot project explores the feasibility and educational impact of an AI-supported social robotics solution in a special education setting. Implemented at Colegio Gaudem in Madrid, the initiative aims to enhance the personal, cognitive, and emotional development of students with special educational needs through personalised, structured interactions using Inrobic Clinic and Inrobic Virtual. Between November 2024 and March 2025, 300 sessions were conducted involving 28 students, mostly in group formats. High satisfaction scores were reported by educators and families, with notable improvements in communication, motor skills, and engagement across subjects like math and language. Students responded positively, treating the robot as a peer and showing increased motivation. Teachers integrated the solution smoothly into their practices, and families expressed strong interest in its continuation. Early findings support the value and effectiveness of AI-assisted robotics in promoting inclusive and adaptive education.
",Local,Spain,ES,Comunidad de Madrid,Regional Government,"recreation, culture and religion",R&D education.,Implemented,2024,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,,x,x,x,,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,,GovTech,Yes,,Yes,Inrobics Social Robotics S.L.L.,,,,,10/9/2025,,0
PSTW-2614,Local.iA: promoting public and responsible AI,https://www.diba.cat/ca/web/local-ia/inici,"Local.iA is an ecosystem of resources, materials, and initiatives that provides local authorities—free of charge—with training paths, guides, and communication materials to deploy AI and data governance in an organised manner. In addition, it promotes AI-based proof-of-concept pilots to address local government needs, in collaboration with municipalities. Some of these pilots are already in production, while others are in the analysis phase. All pilots are documented and shared openly.",Local,Spain,ES,Diputació de Barcelona,Local Government,General public services,General public services n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2C,x,,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,,,,,,,,https://www.diba.cat/es/web/local-ia/proves-concepte,,,10/9/2025,,3
PSTW-2615,Document Review in Service Requests powered by Gen AI,https://interoperable-europe.ec.europa.eu/collection/public-sector-tech-watch/2025-best-cases-award,"INPS provides services where users are required to submit various types of documents to support their requests, which must undergo a thorough review to verify their validity. This process involves the manual review of millions of documents annually by operators, all within a constrained timeframe. This involves a wide variety of documents (invoices, contracts, travel tickets, payment receipts, etc), making the process highly time-consuming and error prone. The goal of the project was to streamline and enhance the verification process through AI-powered automation, reducing manual workload, ensuring consistency in checks, and improving response times for citizens. To address these challenges, an innovative solution has been developed, integrating on-premise Generative Artificial Intelligence technologies designed to support operators in document analysis activities. Key features of the solution include:
•	Automatic classification of documents based on both type and content;
•	Data extraction and verification, with automated comparison between the information in the documents, the tender requirements, and the associated metadata;
•	Smart visualization of AI-extracted fields, with automatic highlighting directly within the document for easy reference;
•	Decision support, offering a detailed summary of the extracted data, flagging any discrepancies, and assisting with manual validation.
This solution significantly streamlines the verification process, reducing manual effort and increasing both the speed and consistency of checks, delivering concrete benefits to both staff and citizens. Moreover, the system’s ability to adapt and learn from new data ensures continuous performance improvement, supporting progressively more effective procedure management. The solution aims to deliver benefits for both operators and citizens. Overall, the implementation of Generative AI has proven to be a transformative step in modernizing the document verification process, setting a strong foundation for future innovation and scalability. The next objective is primarily to adopt this solution for the other services within the INPS system.",National,Italy,IT,Italian National Institute of Social Security (INPS),Central-Government,Social protection,Social protection n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2G,,,,,,,x,x,,x,x,,,,,,,,Self-reporting tool,Learning,Machine learning,Generative AI,,,,,,,,,,,,,10/9/2025,,0
PSTW-2616,Text Simplification for Citizens with GenAI,https://oecd-opsi.org/innovations/text-simplification-for-citizens-with-genai/,"Clear and accessible communication is essential to ensure that citizens can effectively navigate public services. INPS—Italy’s National Institute of Social Security and the largest welfare institution in Europe—serves approximately 45 million citizens through nearly 500 digital services related to pensions and welfare. The clarity of these service descriptions plays a critical role in guaranteeing equitable access and a positive user experience. To address the challenges of bureaucratic language, INPS has launched a structured simplification program aimed at making content understandable to users with a middle school level of education. Over 700 texts have been manually simplified so far, resulting in an increase in the average Gulpease readability score from 57 to 64—a substantial improvement in accessibility. However, this manual process is labor-intensive, requiring specialised linguistic and legal expertise, and is not easily scalable.
The need for plain language in public administration has long been acknowledged in Italy. A 2002 directive still in force emphasizes that “all texts produced by administrations must be designed and written to be understood by those who receive them.” Yet institutional communication remains overly formal and complex, hindering citizens’ ability to fully access and understand critical services. While simplification improves transparency and public trust, it must also preserve the legal precision required for official documentation. To overcome these limitations, INPS has integrated Large Language Models (LLMs) into its simplification workflow, developing a semi-automated system—operating in a human-in-the-loop model—that is both scalable and efficient. This solution can process high volumes of content while ensuring readability, semantic accuracy, and legal compliance. A dedicated evaluation framework was introduced to measure key aspects of the output, including readability, fluency, and content preservation. User testing further validated the approach, confirming the quality of AI-generated content in comparison to both the original and manually simplified texts. The AI-based system delivers expert-level results in a fraction of the time and cost required by manual processes. It enhances INPS’s operational efficiency, standardizes quality across service pages, and ensures that content remains accessible and legally sound. Human oversight guarantees accuracy and relevance, while integrated metrics provide transparency and guide ongoing optimization. A large-scale user study involving A/B testing with 1,620 participants confirmed the model’s effectiveness. AI-generated texts were preferred in over 70% of cases when compared to the original versions and outperformed them across all measured dimensions: fluency (+14.1%), readability (+13.5%), clarity (+11.1%), and engagement (+12.3%). The AI semplified versions outperformed also the corresponding human simplified texts across all the qualitative metrics.  Citizens are the ultimate beneficiaries of this transformation. By simplifying complex institutional language, INPS reduces barriers to access for individuals with limited language skills, lower educational attainment, or reading difficulties. More inclusive communication strengthens transparency, encourages greater civic engagement, and builds trust between citizens and institutions. Beyond INPS, this AI-driven approach has strong potential for adoption in other sectors where complex language limits accessibility—such as healthcare, legal services, taxation, and social welfare. Its ability to adapt to diverse regulatory and linguistic contexts makes it a powerful tool for modernising public communication across government systems.
In summary, the integration of LLMs into INPS’s content simplification strategy demonstrates how generative AI can enhance accessibility, efficiency, and trust in public services—delivering clear, comprehensible, and citizen-centered communication at scale.",National,Italy,IT,Italian National Institute of Social Security (INPS),Central-Government,Social protection,Social protection n.e.c.,Implemented,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,Generative AI,,,,,,,,,,,,,10/9/2025,,0
PSTW-2622,KIRA - AI research assistant,https://digital.hamburg.de/digitale-stadt/innotechh-644652,"As part of Hamburg’s digital strategy, the KIRA Research Assistant addresses the challenge of managing vast amounts of legal and social services legislation. This AI-driven knowledge tool (chatbot) retrieves relevant documentation and provides accurate answers, reducing research time, supporting consistent service quality, and easing pressure on public administration staff. Developed with support from the InnoTecHH Fonds, KIRA has demonstrated strong performance, with an 87% top-k accuracy rate, excellent usability (SUS score 9.75/10), and high satisfaction among staff. Pilot results confirm significant efficiency gains, enabling faster, reliable processing of social benefits requests and directly improving service delivery for both Hamburg’s administration and its citizens.",Regional,Germany,DE6,Secretary of State of the Free and Hanseatic City of Hamburg (Senatskanzlei) ,Regional Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,Generative AI,,,chatbot,,Yes,,,,,https://doclink.io/,,,9/10/2025,,3
PSTW-2625,Vienna AI with generative search (de: WienKI mit generative Suche),https://digitales.wien.gv.at/wien-im-finale-des-red-hat-innovation-awards-jetzt-abstimmen/,"The City of Vienna has proactively embraced artificial intelligence to modernise public administration and deliver tangible benefits to citizens and employees. Recognising the disruptive potential of generative AI, Vienna developed WienKI, a holistic AI platform designed to improve efficiency, safeguard data sovereignty, and foster responsible innovation. WienKI brings together secure, user-friendly tools such as multilingual assistants, knowledge databases with anonymisation functions, and image generation, supported by a strong governance framework and continuous staff training. More than 2,500 employees are already actively using the system, with over 100,000 chat interactions, 85,000 image generations, and 14,000 curated knowledge documents to date. Built on a modular, open-source architecture, WienKI ensures compliance with GDPR, the EU AI Act, and strict security standards, whilst remaining transparent, scalable, and reusable by other public institutions. It enhances internal efficiency, strengthens accessibility across 103 languages, and encourages a culture of responsible innovation throughout the administration. WienKI demonstrates how public administration can act as a pioneer in times of technological change—balancing innovation and responsibility to create sustainable value for both employees and citizens.",Local,Austria,AT,MA01 Wien Digital,Local Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,Generative AI,,,,,,,,,,"https://react.dev/;
https://huggingface.co/;
https://dotnet.microsoft.com;
https://hub.docker.com/r/redhat/ubi10",https://wienki.intern.wien.gv.at/,,15/09/2025,,0
PSTW-2631,ChatAmsterdam - an internally developed generative AI chatbot tailored to the municipality's needs and values to support civil servants in their daily activities,https://www.amsterdamai.com/en/nieuws/amsterdam-launches-chatamsterdam-its-own-ai-assistant-for-civil-servants,"ChatAmsterdam is an internally developed generative AI assistant designed to support civil servants in the Municipality of Amsterdam. Developed through a six-month research pilot involving over 800 employees, the application provides practical assistance with daily tasks while promoting AI literacy, ensuring digital security, and safeguarding sensitive municipal data. ChatAmsterdam operates within a secure, vendor-neutral environment, prioritising data ownership, privacy, transparency, and compliance with Dutch and European regulations. The platform enables integration with internal data sources, allowing staff to pose domain-specific questions and receive contextually relevant answers. By providing a safe alternative to commercial generative AI tools, ChatAmsterdam reduces shadow use of external platforms and facilitates responsible AI adoption. Its flexible architecture allows future expansion, including additional functionalities, AI-assisted workflows, and integration of new datasets, while ensuring alignment with organisational values and operational goals. The application reflects a user-centred design approach, incorporating continuous feedback, training, and co-creation with staff to maximise usability, trust, and impact.",Local,Netherlands,NL,Municipality of Amsterdam,Local Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,Generative AI,,,chatbot,,,,,,,,,,15/09/2025,,3
PSTW-2632,AI tool for depersonalising sensitive data at the State Consumer Rights Protection Authority (SCRPA),https://interoperable-europe.ec.europa.eu/collection/public-sector-tech-watch/2025-best-cases-award,"The personal data depersonalisation AI tool is an internally developed solution designed to enhance data privacy, security, and regulatory compliance. By automatically identifying, masking, encrypting, or removing Personally Identifiable Information (PII), the tool ensures that datasets used for development, testing, and analysis are fully anonymised, embedding a “privacy by design” culture across the organisation. This automation has reduced manual depersonalisation time from several hours to under 15 minutes, achieving a 95% efficiency gain, while maintaining 99.8% accuracy in PII detection. The solution is fully interoperable with existing internal systems, integrates seamlessly into data pipelines, and complies with GDPR, CCPA, and organisational policies. Its advanced Natural Language Processing (NLP) and Machine Learning (ML) capabilities allow context-aware recognition of PII in structured and unstructured data, outperforming traditional rule-based methods. The tool has delivered measurable impact, including an 85% reduction in data breaches involving unauthorised PII exposure, significant labour cost savings, and increased user confidence. By providing a reliable, scalable, and user-friendly solution, the AI tool strengthens operational efficiency, data integrity, and transparency, allowing secure data sharing with internal teams and external partners without compromising privacy.",Regional ,Lithuania,LT,State Consumer Rights Protection Authority (SCRPA) ,Regional Government,General public services,General public services n.e.c.,Pilot,2025,,Internal management,Internal support processes,No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,Natural language processing,,,,,,,,,,,,,15/09/2025,,2
PSTW-2633,Virtual Market Assistant for the State Consumer Rights Protection Authority (SCRPA),https://play.google.com/store/apps/details?id=com.vvtat.vvtat,"The Virtual Market Assistant is an innovative mobile application designed to enhance consumer safety by providing instant access to information on officially listed hazardous products and enabling users to report new risks. By connecting to verified databases such as the EU Safety Gate (RAPEX) and integrating user-submitted reports, the app offers proactive protection and empowers citizens to participate directly in market surveillance. It allows barcode scanning for instant product safety checks and simplifies the submission of detailed hazard reports, including photos and descriptions, which are standardised for seamless use by regulatory authorities. Technologically, the app leverages familiar mobile, cloud, and database infrastructure, providing a scalable and user-friendly solution without requiring specialised equipment. It is designed with full interoperability in mind, adhering to the European Interoperability Framework at legal, organisational, semantic, and technical levels, ensuring seamless integration with national and transnational market surveillance systems. By increasing transparency, accountability, and public engagement, the Virtual Market Assistant strengthens trust between citizens and regulatory authorities, streamlines hazard reporting, and accelerates the removal of unsafe products from the market.",Regional,Lithuania,LT,State Consumer Rights Protection Authority (SCRPA) ,Regional Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Data Sharing Management,No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,,,,,,,,,,,15/09/2025,,0
PSTW-2635,AI agent for Prague 6: Simplifying communication between the office and citizens,https://www.citymind.tech/en/case-studies/prague6-oict,"The Citymind chatbot was implemented by Prague 6 to improve citizen-office communication and streamline access to public services. Its primary function is to provide citizens with a quick, intuitive interface to find information—covering topics such as passport issuance, ID cards, and local police services—while freeing officials from answering routine inquiries. The project, funded under the Horizon Europe CommuniCity programme, combines co-creation with citizens and municipal staff to ensure a user-centred design, resulting in a high user satisfaction rating of 4.05 out of 5. Technologically, the solution is scalable, secure, and user-friendly, integrating seamlessly into municipal websites with minimal technical effort. Its structured data processing ensures semantic interoperability, translating complex administrative content into plain, human-like language. The chatbot also generates analytical reports on common queries, supporting internal service improvements and enhancing organisational efficiency. The innovation process involved participatory development, iterative testing, and a replicability guide to support adoption by other municipalities. Citymind is commercially managed, ensuring ongoing support and continuous development, while being aligned with European interoperability and accessibility principles.",Local,Czechia,CZ,"KITT6, příspěvková organizace",Local Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Service personalisation (various),No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,chatbot,GovTech,,,Yes,Citymind solutions s.r.o.,,,,,15/09/2025,,2
PSTW-2636,AI Literacy in Action: An Interactive and Reusable Prompting Workbook for Public Servants,https://g.co/gemini/share/08cbc5c9071f,"The AI Prompting Workbook was developed to rapidly build AI literacy among public administration employees, addressing the limitations of passive training formats and fulfilling capacity-building requirements under the EU AI Act. The interactive, self-paced workbook allows users to engage directly with an internal AI model (“LinzGPT”), experimenting with prompts, executing them in real time, and receiving instant feedback across 50 practical exercises. Internal metrics—voluntary enrolment, course completion, and certificate issuance—demonstrate high uptake and effectiveness, while qualitative feedback from the “AI Pioneers” focus group confirms its practical relevance and engaging format. Technologically, the solution leverages a lightweight web application and structured content (JSON-based exercises), enabling semantic, organisational, technical, and legal interoperability. It is designed for easy scaling and reuse, both internally and as a public Google Gemini Canvas, allowing other administrations to customise or expand the workbook without programming knowledge. The implementation followed a user-centric, agile process, combining in-house prototyping, co-creation with internal focus groups, and rigorous IT validation, with no external procurement required. The dual-delivery model ensures secure internal deployment while maximising public value and societal impact, supporting AI capacity-building and fostering a broader culture of digital empowerment across Europe.",Local,Austria,AT,Magistrat der Landeshauptstadt Linz,Local Government,General public services,General public services n.e.c.,Implemented,2025,,Public services and engagement,Data Sharing Management,No,No,Artificial Intelligence,,G2C,x,x,x,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,,,,,,,,,"EN: https://g.co/gemini/share/08cbc5c9071f
GE: https://g.co/gemini/share/7097b73459dd ",,15/09/2025,,3
PSTW-2642,Impulsa Autónomo: Intelligent Platform to Personalise Grants and Subsidies for the Self-Employed in Galicia through AI,https://oficinadoautonomo.gal/es,"The Xunta de Galicia developed an intelligent portal and widget to simplify access to grants and subsidies for self-employed professionals. By consolidating dispersed information into a single platform, the project reduces complexity and fragmentation in accessing funding opportunities. Using Retrieval-Augmented Generation (RAG)–based Generative AI, the system integrates official databases to provide personalised recommendations, outperforming static catalogues. It was designed for rapid deployment with iterative testing and direct user pilots, ensuring relevance and usability. Early results show search time reductions of more than 60% and over 100 hours of integrated specialised advisory services. BI dashboards track consultations, usage, and real-time satisfaction, while automated responses deliver cost savings for the administration. Transparency is reinforced through personalised publication of subsidies, automatic alerts, and two-way feedback channels that enhance citizen participation. Fully aligned with European interoperability principles and Spanish regulations, the platform strengthens government-to-citizen interaction, increases public participation, and provides a replicable model for digital public services.",Regional,Spain,ES,Government of Galicia,Regional Government,Economic Affairs,Economic affairs n.e.c,Implemented,2025,,Internal management,Internal management processes,No,No,Artificial Intelligence,,G2B,x,,,x,x,x,,,,,,,,,,,,,Self-reporting tool,Learning,Machine learning,,,,,GovTech,,,Yes,Findspo (GTS-968),,,,,6/11/2025,,0
